N	p	queue	avgPacketDelay	stdPacketDelay	avgIOLinkUtilisation	avgOLinkUtilisation	avgDropped	KOUQDropProbability
65	0.5	INQ	4.50483	3.87162	0.00238282	0.154883	0.00578154	0.000456969
66	0.5	INQ	4.5511	3.8738	0.00234823	0.154983	0.00585076	0.000527325
67	0.5	INQ	4.54918	3.88069	0.00230931	0.154724	0.00584179	0.000532889
68	0.5	INQ	4.54189	3.8725	0.0022848	0.155366	0.00584485	0.000507404
69	0.5	INQ	4.51461	3.82895	0.00224844	0.155142	0.00569493	0.000434826
70	0.5	INQ	4.50644	3.79727	0.00221561	0.155093	0.00571	0.000420042
71	0.5	INQ	4.52577	3.82825	0.00217792	0.154632	0.00568803	0.000435255
72	0.5	INQ	4.54011	3.88433	0.00215064	0.154846	0.00590278	0.000387539
73	0.5	INQ	4.49613	3.77793	0.0021264	0.155227	0.00565342	0.00039867
74	0.5	INQ	4.49916	3.79811	0.00209693	0.155173	0.00563311	0.000445991
75	0.5	INQ	4.56304	3.87022	0.00206811	0.155108	0.005998	0.000448045
76	0.5	INQ	4.5601	3.91417	0.00203999	0.155039	0.00590724	0.000631642
77	0.5	INQ	4.53836	3.87278	0.00201489	0.155147	0.00580974	0.000510441
78	0.5	INQ	4.55811	3.89886	0.00198424	0.154771	0.00593205	0.00051159
79	0.5	INQ	4.53648	3.86517	0.00196747	0.15543	0.00589241	0.00040637
80	0.5	INQ	4.51933	3.89906	0.00193781	0.155025	0.00577375	0.000517552
81	0.5	INQ	4.54588	3.83383	0.00192134	0.155628	0.00580988	0.000403744
82	0.5	INQ	4.53356	3.86371	0.00189222	0.155162	0.0059689	0.000453704
83	0.5	INQ	4.55333	3.89557	0.00186439	0.154745	0.00586145	0.000506075
84	0.5	INQ	4.54641	3.86858	0.00184487	0.154969	0.00589524	0.000478619
85	0.5	INQ	4.52294	3.79428	0.0018237	0.155014	0.00574941	0.00030709
86	0.5	INQ	4.52952	3.85166	0.00180216	0.154986	0.00578605	0.000467489
87	0.5	INQ	4.58536	3.93208	0.0017816	0.154999	0.00612011	0.000620752
88	0.5	INQ	4.52905	3.83392	0.00175376	0.154331	0.00571875	0.000528462
89	0.5	INQ	4.59252	3.9034	0.00174478	0.155285	0.00601011	0.000448359
90	0.5	INQ	4.54684	3.90439	0.00172565	0.155309	0.00595778	0.000590059
91	0.5	INQ	4.53858	3.89041	0.00170022	0.15472	0.00585604	0.000451694
92	0.5	INQ	4.53324	3.87654	0.00167563	0.154158	0.00584783	0.000619627
93	0.5	INQ	4.54809	3.8843	0.00166642	0.154977	0.00582903	0.000467789
94	0.5	INQ	4.56646	3.95829	0.00164912	0.155017	0.00591117	0.000641554
95	0.5	INQ	4.57441	3.93972	0.00162961	0.154813	0.00600158	0.000660066
96	0.5	INQ	4.57249	3.89581	0.00161196	0.154748	0.00592188	0.000528178
97	0.5	INQ	4.53638	3.86873	0.00159574	0.154787	0.00575361	0.000392823
98	0.5	INQ	4.5637	3.89157	0.00157975	0.154815	0.00592704	0.000566383
99	0.5	INQ	4.48352	3.80399	0.00156351	0.154788	0.00560303	0.000436407
100	0.5	INQ	4.57024	3.88221	0.00154636	0.154636	0.00587	0.000489049
